ID,Gender,Age,Profession,Work_Experience,Spending_Score,Family_Size,Ever_Married
466863,0,32,9,14,1,1,No
466867,0,29,9,11,1,1,No
466871,1,36,3,3,5,4,Yes
466874,1,38,8,1,3,3,Yes
466884,0,43,5,1,1,1,Yes
466886,0,42,4,1,1,1,No
466891,0,48,9,8,1,1,Yes
466905,1,62,6,0,1,1,Yes
466906,1,63,6,0,1,2,No
466908,1,60,8,1,1,2,Yes
466909,1,63,6,1,1,2,Yes
466910,1,62,8,9,1,1,Yes
466917,1,40,3,4,1,2,Yes
466918,1,63,6,0,3,1,Yes
466920,1,19,2,6,1,4,No
466923,0,21,9,8,1,1,No
466926,1,21,2,1,1,2,No
466927,1,22,1,6,1,5,No
466936,1,60,7,1,5,3,Yes
466938,1,59,6,8,1,1,Yes
466939,1,73,7,1,5,2,Yes
466951,0,52,6,0,5,3,Yes
466954,0,66,5,9,3,2,Yes
466955,1,61,8,1,1,4,Yes
466956,0,61,6,1,1,1,Yes
466961,0,61,6,2,3,2,Yes
466966,1,59,8,1,3,2,Yes
466967,1,51,6,1,1,1,Yes
466970,0,36,9,9,1,2,Yes
466971,1,71,3,9,1,3,No
466975,1,48,6,1,3,2,Yes
466990,1,43,8,9,3,2,Yes
466996,0,36,6,9,1,1,No
466998,0,57,6,3,3,3,Yes
466999,1,33,2,1,1,3,No
467000,0,31,6,1,1,6,No
467008,1,57,6,1,3,3,Yes
467009,0,33,9,2,1,4,No
467022,1,30,6,1,1,5,No
467023,1,26,5,8,3,2,Yes
467025,0,29,1,1,1,3,No
467044,0,42,4,0,1,1,No
467046,0,30,5,0,1,5,No
467050,0,18,1,1,1,5,No
467053,1,18,2,5,1,4,No
467058,1,80,3,0,5,2,Yes
467060,1,35,1,7,1,2,No
467063,1,45,8,1,3,2,Yes
467073,1,42,1,8,1,1,No
467078,0,26,2,3,5,2,Yes
467079,1,38,6,1,1,2,Yes
467084,1,41,6,1,3,7,Yes
467085,1,45,8,1,1,2,No
467088,1,57,6,1,1,1,Yes
467092,0,33,2,5,1,4,No
467093,0,51,6,8,3,2,Yes
467098,1,85,3,1,1,2,Yes
467099,0,30,8,0,1,3,No
467107,1,38,1,1,3,3,Yes
467111,1,66,6,1,1,1,Yes
467112,1,40,6,0,1,2,No
467113,1,83,7,3,1,1,Yes
467114,1,61,4,1,3,3,Yes
467116,1,65,3,1,5,2,Yes
467119,1,37,4,0,5,4,Yes
467121,1,47,5,0,1,2,Yes
467125,1,51,8,1,3,4,Yes
467127,1,73,7,3,1,1,Yes
467129,0,49,4,1,3,3,No
467132,0,73,1,0,1,2,Yes
467136,1,37,8,1,3,4,Yes
467137,0,55,1,0,1,1,Yes
467138,0,32,9,12,1,1,No
467139,0,28,6,0,1,3,No
467143,0,50,7,0,1,3,No
467144,1,38,8,1,1,2,Yes
467146,0,28,9,8,1,1,No
467147,1,46,8,1,1,1,No
467153,0,47,6,0,1,2,Yes
467157,1,39,3,8,5,6,Yes
467158,0,26,2,1,1,2,No
467159,0,37,9,9,5,2,Yes
467160,1,43,2,1,3,2,Yes
467165,0,27,9,3,1,1,No
467167,1,69,6,1,3,2,Yes
467168,1,47,6,9,3,2,Yes
467172,1,36,6,9,1,2,No
467180,1,43,2,1,1,3,Yes
467183,1,42,8,3,3,4,Yes
467185,1,29,6,0,1,3,No
467189,0,45,6,1,5,4,Yes
467193,1,88,6,1,1,2,Yes
467201,0,33,1,3,1,5,No
467202,1,18,5,0,1,4,Yes
467208,0,41,9,3,5,2,Yes
467212,0,28,5,1,1,3,No
467216,0,30,8,0,1,1,No
467217,0,79,7,3,5,2,Yes
467218,0,27,6,8,1,1,No
467223,0,53,1,0,3,4,Yes
467227,0,43,6,14,1,1,No
467230,1,19,2,1,1,4,No
467232,1,26,8,1,1,2,No
467233,0,67,6,1,1,2,No
467235,0,32,6,1,1,2,No
467238,0,26,5,7,1,4,No
467239,0,29,1,0,1,3,No
467241,0,33,6,9,1,1,No
467242,1,22,5,0,1,3,No
467247,0,27,1,0,1,2,No
467256,1,30,2,1,1,4,No
467260,1,25,5,8,1,4,No
467263,0,32,4,3,1,1,No
467268,1,85,7,3,1,1,Yes
467275,1,29,2,3,1,2,No
467281,1,56,7,0,1,4,Yes
467283,1,52,6,0,3,3,Yes
467288,0,25,2,3,1,5,No
467296,0,65,6,3,3,2,Yes
467300,0,49,6,1,1,1,Yes
467301,0,73,7,1,1,2,Yes
467303,1,36,5,2,3,2,Yes
467309,0,36,1,4,1,1,No
467311,1,71,7,1,5,3,Yes
467312,0,55,6,0,1,2,Yes
467313,1,35,8,1,3,2,Yes
467314,1,41,6,0,3,2,Yes
467317,1,42,6,1,1,1,No
467318,1,35,5,3,1,2,Yes
467322,0,48,6,1,3,2,Yes
467325,0,73,7,1,5,2,Yes
467329,0,40,5,1,1,1,No
467338,0,29,2,3,1,6,No
467339,1,62,6,1,3,3,No
467344,1,89,7,0,1,2,Yes
467345,1,86,7,0,1,1,Yes
467346,1,38,6,0,3,3,Yes
467352,1,45,3,0,5,4,Yes
467355,1,26,2,0,1,4,No
467357,1,55,2,1,1,2,Yes
467358,0,52,6,1,3,5,Yes
467359,1,43,6,5,3,2,Yes
467365,1,35,6,1,1,1,No
467367,1,73,7,1,1,2,Yes
467369,1,41,6,4,1,3,No
467373,1,27,2,3,1,1,No
467375,1,35,8,6,1,3,Yes
467378,0,63,6,0,3,2,Yes
467384,1,41,2,3,1,1,No
467385,1,53,6,1,1,2,No
467389,1,42,1,0,1,2,No
467393,0,46,6,0,3,4,Yes
467398,1,38,8,0,1,2,Yes
467399,1,25,5,1,1,3,Yes
467403,0,40,6,7,3,3,Yes
467410,0,55,7,1,1,2,Yes
467415,0,29,2,0,1,1,No
467419,0,39,6,2,1,1,Yes
467421,1,50,5,1,3,3,Yes
467422,0,61,6,1,3,2,Yes
467423,1,56,6,0,1,1,Yes
467434,1,40,8,1,1,3,No
467437,0,86,7,0,5,2,Yes
467438,1,27,8,5,1,3,No
467441,1,35,6,3,1,1,No
467442,1,56,6,3,3,2,Yes
467444,0,36,6,3,1,2,Yes
467445,1,32,5,9,1,2,Yes
467449,0,85,7,1,1,2,Yes
467451,0,51,6,0,1,1,Yes
467455,0,41,6,8,1,2,No
467456,1,42,3,5,5,4,Yes
467457,0,30,4,0,1,6,No
467459,1,42,3,3,5,5,Yes
467463,0,42,6,9,3,3,Yes
467468,0,25,2,3,1,5,No
467472,1,60,3,4,5,4,Yes
467474,1,18,2,2,1,5,No
467479,1,36,3,0,3,4,Yes
467481,1,49,6,0,3,2,Yes
467482,1,42,3,1,5,3,Yes
467487,1,42,6,1,3,5,Yes
467488,0,39,8,3,3,2,Yes
467492,0,62,5,1,1,2,Yes
467493,1,47,3,0,5,4,Yes
467499,1,39,6,3,1,3,Yes
467500,0,25,6,3,5,2,Yes
467503,0,27,6,1,1,4,No
467504,0,31,5,0,1,4,No
467505,1,36,6,0,1,4,Yes
467510,1,51,8,3,1,3,Yes
467511,1,63,8,3,1,1,Yes
467514,1,40,6,3,1,4,No
467518,1,22,5,1,1,2,No
467532,1,52,6,9,1,1,Yes
467533,1,89,7,4,1,1,Yes
467537,0,65,7,3,5,3,Yes
467539,1,48,6,3,3,4,Yes
467540,1,48,2,1,3,4,Yes
467542,1,31,2,8,1,1,No
467557,0,62,6,3,3,2,Yes
467559,1,58,3,0,3,4,Yes
467565,1,60,6,0,1,3,Yes
467569,1,19,2,3,1,4,No
467570,1,18,2,14,1,2,No
467576,1,48,5,1,3,3,Yes
467579,1,35,5,5,1,1,No
467580,1,27,5,3,1,3,No
467588,1,60,6,0,3,4,Yes
467589,1,32,8,0,1,1,No
467592,1,40,8,7,1,2,Yes
467595,0,25,2,0,1,1,No
467596,1,42,6,1,1,5,Yes
467604,1,26,2,8,1,8,No
467608,1,27,1,6,1,1,No
467609,1,42,6,2,1,4,No
467610,0,77,7,4,1,1,Yes
467612,1,70,3,0,1,2,Yes
467614,1,36,6,4,3,2,Yes
467620,1,57,7,6,1,3,Yes
467621,1,76,7,1,1,1,Yes
467623,1,77,2,0,5,2,Yes
467629,1,52,6,1,1,1,Yes
467635,0,35,6,9,1,1,No
467641,1,43,5,9,3,2,Yes
467643,1,43,6,14,1,1,No
467654,0,62,6,3,5,4,Yes
467657,1,21,2,0,1,4,No
467658,1,23,2,0,1,4,No
467659,1,65,8,0,3,2,Yes
467664,1,35,3,4,5,4,Yes
467666,1,48,3,4,5,3,Yes
467667,1,33,5,9,1,2,Yes
467669,1,82,7,1,5,2,Yes
467673,1,45,3,1,5,4,Yes
467678,1,56,4,1,1,2,No
467679,0,49,6,3,3,4,Yes
467683,1,30,2,8,5,3,Yes
467684,1,37,2,8,1,3,No
467685,1,51,4,0,5,6,Yes
467693,1,59,8,5,5,5,Yes
467694,1,56,3,0,5,2,Yes
467699,0,29,5,0,3,2,Yes
467705,1,31,6,3,1,2,Yes
467706,0,35,6,3,3,4,Yes
467707,1,89,7,7,5,2,Yes
467710,0,38,6,9,1,4,No
467715,1,45,3,4,5,3,Yes
467721,1,37,8,0,1,1,No
467723,1,74,3,1,1,7,Yes
467726,1,82,7,0,5,2,Yes
467727,1,53,6,7,5,4,Yes
467728,0,43,1,0,5,5,Yes
467729,1,62,8,2,3,6,Yes
467733,1,56,3,8,5,3,Yes
467734,1,88,7,3,5,2,Yes
467735,1,28,5,0,1,2,No
467737,0,51,8,5,3,2,Yes
467739,0,60,6,0,3,4,Yes
467740,1,19,2,0,1,3,No
467741,1,23,2,1,1,3,No
467749,1,20,2,0,1,9,No
467763,0,50,6,1,1,1,No
467767,0,21,4,4,1,4,No
467768,1,62,5,0,3,2,Yes
467769,0,36,5,1,1,1,No
467772,0,31,4,0,1,2,No
467779,1,52,5,4,3,3,Yes
467789,1,20,2,1,1,5,No
467798,0,23,2,3,1,2,No
467802,0,48,6,1,5,5,Yes
467803,0,40,8,6,3,2,Yes
467806,1,55,6,1,5,2,Yes
467808,0,62,6,1,3,2,Yes
467812,1,48,6,0,1,1,No
467813,1,36,8,1,1,2,Yes
467815,0,73,6,0,1,2,Yes
467825,0,23,4,0,1,8,No
467828,0,25,6,0,3,2,Yes
467838,1,60,6,0,3,2,Yes
467848,1,37,6,14,1,1,No
467849,0,39,5,0,1,1,Yes
467852,0,39,6,12,1,1,No
467856,1,58,6,0,1,2,Yes
467860,0,33,8,0,1,1,No
467861,0,29,6,3,1,4,No
467864,0,66,7,1,5,2,Yes
467865,0,40,6,2,1,1,No
467868,0,66,8,0,5,2,Yes
467876,0,50,6,9,5,2,Yes
467879,0,51,6,3,5,4,Yes
467880,0,50,6,0,3,2,Yes
467882,0,39,6,1,1,1,No
467883,0,46,6,0,3,2,Yes
467888,1,29,5,0,1,4,No
467891,0,29,5,0,1,5,No
467892,1,23,5,1,1,5,No
467894,1,57,6,1,3,2,Yes
467895,0,31,2,1,1,4,No
467898,0,69,6,1,1,1,Yes
467901,0,28,8,0,1,4,No
467904,0,31,6,14,1,1,No
467905,1,37,3,0,5,3,Yes
467911,1,58,2,0,1,4,Yes
467913,1,48,6,3,1,1,Yes
467915,0,18,5,1,1,4,No
467917,0,27,2,2,1,4,No
467927,1,30,5,8,1,6,No
467929,0,36,6,1,3,2,Yes
467930,1,45,8,4,3,2,Yes
467932,0,26,2,1,1,4,No
467933,0,23,2,0,1,3,No
467934,0,42,6,0,1,1,No
467938,1,46,8,5,1,1,Yes
467940,0,27,4,8,1,4,No
467946,0,42,6,0,1,2,Yes
467948,0,19,2,0,1,3,No
467949,1,21,2,1,1,4,No
467950,0,35,8,1,1,2,No
467954,1,29,2,9,1,4,No
467958,0,35,5,1,1,1,No
467960,0,53,8,3,1,2,No
467961,1,47,3,1,5,5,Yes
467968,0,43,2,9,1,3,No
